loss,accuracy,val_loss,val_accuracy
0.43492549657821655,0.83331298828125,0.34282857179641724,0.8662109375
0.30391204357147217,0.889862060546875,0.31582480669021606,0.87939453125
0.26828521490097046,0.90191650390625,0.25751665234565735,0.90234375
0.25233715772628784,0.90972900390625,0.24173355102539062,0.91162109375
0.22097954154014587,0.91864013671875,0.22066634893417358,0.91552734375
0.21215592324733734,0.922821044921875,0.2211620807647705,0.91748046875
0.2026349902153015,0.9254150390625,0.20893648266792297,0.921875
0.19862952828407288,0.92840576171875,0.23765237629413605,0.9072265625
0.17942939698696136,0.934722900390625,0.2604321837425232,0.89794921875
0.1743399202823639,0.93695068359375,0.20577993988990784,0.9208984375
0.1670910269021988,0.939056396484375,0.20377720892429352,0.9228515625
0.16431637108325958,0.9423828125,0.20816510915756226,0.92333984375
0.14856764674186707,0.94610595703125,0.21104267239570618,0.9228515625
0.14438579976558685,0.946929931640625,0.19527412950992584,0.92578125
0.13660423457622528,0.949981689453125,0.20757298171520233,0.92431640625
0.13777171075344086,0.950164794921875,0.19802917540073395,0.92333984375
0.12117192149162292,0.956817626953125,0.22128556668758392,0.92138671875
0.11569365113973618,0.958160400390625,0.21252961456775665,0.9267578125
0.10999496281147003,0.96099853515625,0.20946469902992249,0.92578125
0.10848663747310638,0.962127685546875,0.2346850335597992,0.9189453125
