loss,accuracy,val_loss,val_accuracy
0.514962375164032,0.8074493408203125,0.4221230447292328,0.83056640625
0.40297001600265503,0.849334716796875,0.37939172983169556,0.85107421875
0.3643295466899872,0.8668365478515625,0.36289066076278687,0.86181640625
0.3423607647418976,0.873809814453125,0.34663063287734985,0.86767578125
0.32634976506233215,0.8814544677734375,0.33436647057533264,0.87109375
0.3113918602466583,0.8864898681640625,0.332284539937973,0.87060546875
0.2997027039527893,0.89056396484375,0.32845330238342285,0.873046875
0.28705477714538574,0.8963470458984375,0.3410695493221283,0.8662109375
0.2810100018978119,0.89764404296875,0.3156062066555023,0.8779296875
0.26841264963150024,0.902923583984375,0.33162614703178406,0.87060546875
0.26231804490089417,0.905792236328125,0.3189971148967743,0.87744140625
0.25317907333374023,0.909637451171875,0.33466047048568726,0.8759765625
0.24706658720970154,0.911346435546875,0.31025081872940063,0.8798828125
0.23754234611988068,0.915802001953125,0.3169470727443695,0.87841796875
0.23249730467796326,0.91790771484375,0.32200077176094055,0.8759765625
0.22367654740810394,0.9214324951171875,0.32249152660369873,0.8720703125
0.21832047402858734,0.924468994140625,0.3157644271850586,0.88330078125
0.21028441190719604,0.9264068603515625,0.3242686688899994,0.87109375
0.2056763768196106,0.9288330078125,0.31075459718704224,0.8779296875
0.19779707491397858,0.9312896728515625,0.3215097486972809,0.88427734375
